order_id,store_name,created_At,packaged_time,total
QC_IN_171-4890357-9846769,TBC8,2026-05-21T09:48:02.000Z,1779337110374,1
QC_IN_171-5711582-3049141,TBC8,2026-05-21T09:40:55.000Z,1779336748462,2
QC_IN_405-9939062-1185106,TBC8,2026-05-21T09:46:24.000Z,1779337010709,1
QC_IN_408-3378861-6241139,TBC8,2026-05-21T09:48:00.000Z,1779337169398,3
QC_IN_408-4049032-1890708,TBC8,2026-05-21T09:32:33.000Z,1779336304446,6
QC_IN_402-1896252-4679525,TBC8,2026-05-21T09:42:36.000Z,1779336843121,6
QC_IN_408-2087983-4402707,TBC8,2026-05-21T09:47:42.000Z,1779337096161,2
QC_IN_405-2295129-0737124,TBC8,2026-05-21T09:45:58.000Z,1779337054832,5
QC_IN_407-9705418-3281138,TBC8,2026-05-21T09:48:56.000Z,1779337220286,5
QC_IN_402-1195613-7763551,TBC8,2026-05-21T09:50:16.000Z,1779337287084,6
QC_IN_406-0050514-6363556,TBC8,2026-05-21T09:44:41.000Z,1779336945264,3
QC_IN_402-1331869-6410712,TBC8,2026-05-21T09:40:47.000Z,1779336682836,1
QC_IN_404-7367141-2106700,TBC8,2026-05-21T09:45:16.000Z,1779337026629,3
QC_IN_403-2195211-5812359,TBC8,2026-05-21T09:44:12.000Z,1779336937716,5
QC_IN_407-3788008-2305137,TBC8,2026-05-21T09:34:27.000Z,1779336612131,12
QC_IN_405-9041508-0533939,TBC8,2026-05-21T09:42:25.000Z,1779336854235,5
QC_IN_404-0666233-9225133,TBC8,2026-05-21T09:33:15.000Z,1779336602762,2
QC_IN_404-3631957-9887500,TBC8,2026-05-21T09:35:09.000Z,1779336559743,11
QC_IN_408-3733372-9953119,TBC8,2026-05-21T09:32:59.000Z,1779336501215,11
QC_IN_402-9432720-2858739,TBC8,2026-05-21T09:31:06.000Z,1779336161525,6
QC_IN_171-4503631-0453165,TBC8,2026-05-21T09:39:52.000Z,1779336658322,1
QC_IN_404-1516242-8988369,TBC8,2026-05-21T09:34:36.000Z,1779336431314,6
QC_IN_403-1907769-7281924,TBC8,2026-05-21T09:33:28.000Z,1779336358861,9
QC_IN_404-1694912-5578757,TBC8,2026-05-21T09:30:41.000Z,1779336190812,6
QC_IN_404-0540587-9279515,TBC8,2026-05-21T09:31:47.000Z,1779336244532,5
QC_IN_171-3541473-8091544,TBC8,2026-05-21T09:31:45.000Z,1779336239632,1
QC_IN_171-2872055-4174707,TBC8,2026-05-21T09:31:19.000Z,1779336192160,5
QC_IN_404-3584390-5269163,TBC8,2026-05-21T09:22:15.000Z,1779335680625,6
QC_IN_407-7287968-3126731,TBC8,2026-05-21T09:25:02.000Z,1779335748838,2
QC_IN_404-5337140-8941155,TBC8,2026-05-21T09:25:53.000Z,1779335847074,5
QC_IN_405-5831915-5081168,TBC8,2026-05-21T09:24:01.000Z,1779335981429,4
QC_IN_407-8111678-9844368,TBC8,2026-05-21T09:21:22.000Z,,7
QC_IN_407-1424988-3009158,TBC8,2026-05-21T09:15:57.000Z,1779335259622,7
QC_IN_403-7358157-0384360,TBC8,2026-05-21T09:22:32.000Z,1779335618225,4
QC_IN_407-3711646-9011509,TBC8,2026-05-21T09:23:37.000Z,1779335657755,1
QC_IN_405-8929322-7386727,TBC8,2026-05-21T09:16:14.000Z,1779335334728,11
QC_IN_407-1935536-5586769,TBC8,2026-05-21T09:12:38.000Z,1779335212819,8
QC_IN_404-2227295-8625948,TBC8,2026-05-21T09:02:53.000Z,1779334485276,9
QC_IN_171-3750345-3324337,TBC8,2026-05-21T09:01:04.000Z,1779334385720,5
QC_IN_407-5208087-9213918,TBC8,2026-05-21T09:08:08.000Z,1779334730297,1
QC_IN_402-8127673-2548349,TBC8,2026-05-21T09:09:47.000Z,1779334926253,2
QC_IN_405-7117650-9359532,TBC8,2026-05-21T09:01:35.000Z,1779334387896,4
QC_IN_404-2105760-4610769,TBC8,2026-05-21T09:17:11.000Z,1779335310063,5
